row_id concept1 concept1_nbr_inst concept1_nbr_unique_instances concept2 concept2_nbr_inst concept2_nbr_unique_instances inter_no_sameas inter_with_sameas union_no_sameas union_with_sameas jacc_no_sameas jacc_with_sameas isSubset_LOD isSubset_no_sameAs isSubset_with_sameas diff_with_sameas
136 http://dbpedia.org/ontology/Country 18385 13783 http://schema.org/Country 17249 12654 17249 12654 18385 13783 0.9382 0.9181 False True True -2.14
137 http://dbpedia.org/ontology/Country 18385 13783 http://rdf.insee.fr/geo/Pays 1 1 0 0 18386 13784 0.0 0.0 False False False 0
138 http://schema.org/TelevisionStation 17543 15046 http://dbpedia.org/ontology/TelevisionStation 17543 15046 17543 15046 17543 15046 1.0 1.0 False True True 0
139 http://schema.org/Country 17249 12654 http://rdf.insee.fr/geo/Pays 1 1 0 0 17250 12655 0.0 0.0 False False False 0
140 http://sw.opencyc.org/2008/06/10/concept/en/ExistingObjectType 17203 17203 http://umbel.org/umbel/ac/ExistingObjectType 5592 5592 0 0 22795 22795 0.0 0.0 False False False 0
141 http://purl.org/linked-data/cube#DataSet 16657 16657 http://purl.org/NET/scovo#Dataset 21 21 0 0 16678 16678 0.0 0.0 False False False 0
142 http://umbel.org/umbel/ac/Artifact 14809 14809 http://sw.opencyc.org/2008/06/10/concept/en/Artifact 505 504 0 0 15314 15313 0.0 0.0 False False False 0
143 http://sw.opencyc.org/2008/06/10/concept/en/PartiallyTangible 13816 13804 http://umbel.org/umbel/ac/PartiallyTangible 1 1 0 0 13817 13805 0.0 0.0 False False False 0
144 http://swrc.ontoware.org/ontology#Book 13772 13772 http://lsdis.cs.uga.edu/projects/semdis/opus#Book 1335 1335 0 0 15107 15107 0.0 0.0 False False False 0
145 http://sw.opencyc.org/2008/06/10/concept/en/Place 13482 13471 http://umbel.org/umbel/sc/Place 7475 7475 0 15 20957 20931 0.0 0.0007 False False False 9999
146 http://sw.opencyc.org/2008/06/10/concept/en/GeographicalRegion 13185 13174 http://umbel.org/umbel/sc/GeographicalRegion 6843 6843 0 19 20028 19998 0.0 0.001 False False False 9999
147 http://sw.opencyc.org/2008/06/10/concept/en/Organization 11654 11639 http://umbel.org/umbel/sc/Organization 4900 4900 0 0 16554 16539 0.0 0.0 False False False 0
148 http://dbpedia.org/ontology/Hospital 11241 11206 http://schema.org/Hospital 10776 10741 10776 10741 11241 11206 0.9586 0.9585 False True True -0.01
149 http://lsdis.cs.uga.edu/projects/semdis/opus#Proceedings 9900 9900 http://purl.org/net/nknouf/ns/bibtex#Proceedings 85 85 0 0 9985 9985 0.0 0.0 False False False 0
150 http://linkedgeodata.org/ontology/Canal 9741 9741 http://dbpedia.org/ontology/Canal 726 699 0 0 10467 10440 0.0 0.0 False False False 0
151 http://www4.wiwiss.fu-berlin.de/drugbank/vocab/resource/class/Offer 9335 9058 http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugbank/drugs 4772 4772 4772 4772 9335 9058 0.5112 0.5268 False True True 3.05
152 http://www4.wiwiss.fu-berlin.de/drugbank/vocab/resource/class/Offer 9335 9058 http://www4.wiwiss.fu-berlin.de/dailymed/resource/dailymed/drugs 4308 4082 4308 4082 9335 9058 0.4615 0.4507 False True True -2.34
153 http://www4.wiwiss.fu-berlin.de/drugbank/vocab/resource/class/Offer 9335 9058 http://dbpedia.org/ontology/Drug 6657 6600 0 13 15992 15645 0.0 0.0008 False False False 9999
154 http://rdfs.org/sioc/ns#UserAccount 9242 9242 http://rdf.myexperiment.org/ontologies/base/User 5 5 0 0 9247 9247 0.0 0.0 False False False 0
155 http://sw.opencyc.org/2008/06/10/concept/en/GeographicalAgent 8905 8894 http://umbel.org/umbel/ac/GeographicalAgent 2 2 0 1 8907 8895 0.0 0.0001 False False False 9999
156 http://sw.opencyc.org/2008/06/10/concept/en/GeopoliticalEntity 8876 8865 http://umbel.org/umbel/sc/GeopoliticalEntity 136 136 0 6 9012 8995 0.0 0.0007 False False False 9999
157 http://sw.opencyc.org/2008/06/10/concept/en/FacetInstanceCollection 8762 8762 http://umbel.org/umbel/ac/FacetInstanceCollection 1 1 0 0 8763 8763 0.0 0.0 False False False 0
158 http://dbpedia.org/ontology/ShoppingMall 8731 8692 http://schema.org/ShoppingCenter 8352 8313 8352 8313 8731 8692 0.9566 0.9564 False True True -0.02
159 http://purl.org/linguistics/gold/Language 8202 8202 http://www.lingvoj.org/ontology#Lingvo 522 522 0 0 8724 8724 0.0 0.0 False False False 0
